app_key,app_display,surface_type,surface_name,file_path,function_name,function_kind,start_line,end_line,line_count,cyclomatic,loop_count,max_loop_depth,time_complexity,space_complexity,risk_level,risk_score,patterns,bound_controls,suggestions
modules/surf,Hub Module surf,file,crud,modules/surf/src/db/crud.ts,rowToSpot,function_declaration,4,19,16,1,0,0,O(1) (estimated),O(n) (estimated),low,2.35,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/surf,Hub Module surf,file,crud,modules/surf/src/db/crud.ts,rowToSession,function_declaration,21,31,11,2,0,0,O(1) (estimated),O(n) (estimated),low,2.7,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/surf,Hub Module surf,file,crud,modules/surf/src/db/crud.ts,createSpot,function_declaration,33,68,36,6,0,0,O(1) (estimated),O(n) (estimated),low,4.1,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/surf,Hub Module surf,file,crud,modules/surf/src/db/crud.ts,getSpots,function_declaration,70,103,34,5,0,1,O(n) (estimated),O(n) (estimated),low,7.75,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/surf,Hub Module surf,file,crud,modules/surf/src/db/crud.ts,updateSpotConditions,function_declaration,105,141,37,6,0,0,O(1) (estimated),O(1) (estimated),low,3.6,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/surf,Hub Module surf,file,crud,modules/surf/src/db/crud.ts,toggleSpotFavorite,function_declaration,143,152,10,1,0,0,O(1) (estimated),O(n) (estimated),low,2.35,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/surf,Hub Module surf,file,crud,modules/surf/src/db/crud.ts,deleteSpot,function_declaration,154,156,3,1,0,0,O(1) (estimated),O(n) (estimated),low,2.35,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/surf,Hub Module surf,file,crud,modules/surf/src/db/crud.ts,countSpots,function_declaration,158,160,3,2,0,0,O(1) (estimated),O(1) (estimated),low,2.2,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/surf,Hub Module surf,file,crud,modules/surf/src/db/crud.ts,countFavoriteSpots,function_declaration,162,164,3,2,0,0,O(1) (estimated),O(1) (estimated),low,2.2,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/surf,Hub Module surf,file,crud,modules/surf/src/db/crud.ts,getAverageWaveHeightFt,function_declaration,166,171,6,2,0,0,O(1) (estimated),O(1) (estimated),low,2.2,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/surf,Hub Module surf,file,crud,modules/surf/src/db/crud.ts,createSession,function_declaration,173,197,25,2,0,0,O(1) (estimated),O(n) (estimated),low,2.7,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/surf,Hub Module surf,file,crud,modules/surf/src/db/crud.ts,getSessions,function_declaration,199,222,24,3,0,1,O(n) (estimated),O(n) (estimated),low,7.05,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/surf,Hub Module surf,file,crud,modules/surf/src/db/crud.ts,deleteSession,function_declaration,224,226,3,1,0,0,O(1) (estimated),O(n) (estimated),low,2.35,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/surf,Hub Module surf,file,crud,modules/surf/src/db/crud.ts,countSessions,function_declaration,228,230,3,2,0,0,O(1) (estimated),O(1) (estimated),low,2.2,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,datamuse,modules/words/src/api/datamuse.ts,dedupe,function_declaration,20,32,13,4,1,1,O(n) (estimated),O(n) (estimated),low,7.4,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,datamuse,modules/words/src/api/datamuse.ts,fetchWords,function_declaration,34,50,17,2,0,1,O(n) (estimated),O(n) (estimated),low,6.7,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,datamuse,modules/words/src/api/datamuse.ts,inline_L36,arrow_function,36,36,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,datamuse,modules/words/src/api/datamuse.ts,inline_L46,arrow_function,46,46,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,datamuse,modules/words/src/api/datamuse.ts,fetchScoredWords,function_declaration,52,79,28,7,1,1,O(n^2 log n) (estimated),O(n) to O(n^2) (estimated),critical,20.85,allocation inside loop,,Avoid repeated sorting in hot paths by caching or memoizing sorted results.; Lift allocations out of loops and reuse buffers to reduce GC pressure.
modules/words,Hub Module words,file,datamuse,modules/words/src/api/datamuse.ts,inline_L54,arrow_function,54,54,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,datamuse,modules/words/src/api/datamuse.ts,inline_L75,arrow_function,75,75,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,datamuse,modules/words/src/api/datamuse.ts,fetchRelation,function_declaration,81,83,3,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,datamuse,modules/words/src/api/datamuse.ts,fetchWordsByPrefixFromDatamuse,function_declaration,85,96,12,2,0,1,O(n^2 log n) (estimated),O(n) (estimated),high,15.7,,,Avoid repeated sorting in hot paths by caching or memoizing sorted results.
modules/words,Hub Module words,file,datamuse,modules/words/src/api/datamuse.ts,inline_L94,arrow_function,94,94,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,datamuse,modules/words/src/api/datamuse.ts,inline_L95,arrow_function,95,95,1,1,0,0,O(1) (estimated),O(n) (estimated),low,2.35,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,datamuse,modules/words/src/api/datamuse.ts,fetchEnglishThesaurusFromDatamuse,function_declaration,98,106,9,2,0,0,O(1) (estimated),O(n) (estimated),low,2.7,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,datamuse,modules/words/src/api/datamuse.ts,fetchEnglishRhymesFromDatamuse,function_declaration,108,112,5,2,0,0,O(1) (estimated),O(1) (estimated),low,2.2,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,datamuse,modules/words/src/api/datamuse.ts,fetchEnglishContextualMeaningFromDatamuse,function_declaration,114,130,17,5,0,0,O(1) (estimated),O(1) (estimated),low,3.25,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,free-dictionary,modules/words/src/api/free-dictionary.ts,inline_L28,arrow_function,28,37,10,1,0,0,O(1) (estimated),O(n) (estimated),low,2.35,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,free-dictionary,modules/words/src/api/free-dictionary.ts,dedupe,function_declaration,66,78,13,4,1,1,O(n) (estimated),O(n) (estimated),low,7.4,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,free-dictionary,modules/words/src/api/free-dictionary.ts,dedupeQuotes,function_declaration,80,93,14,6,1,1,O(n) (estimated),O(n) to O(n^2) (estimated),high,12.3,allocation inside loop,,Lift allocations out of loops and reuse buffers to reduce GC pressure.
modules/words,Hub Module words,file,free-dictionary,modules/words/src/api/free-dictionary.ts,fetchJson,function_declaration,95,110,16,2,0,0,O(1) (estimated),O(n) (estimated),low,2.7,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,free-dictionary,modules/words/src/api/free-dictionary.ts,inline_L97,arrow_function,97,97,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,free-dictionary,modules/words/src/api/free-dictionary.ts,normalizeSense,function_declaration,112,122,11,7,0,1,O(n) (estimated),O(n) (estimated),medium,8.45,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,free-dictionary,modules/words/src/api/free-dictionary.ts,inline_L120,arrow_function,120,120,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,free-dictionary,modules/words/src/api/free-dictionary.ts,normalizeEntry,function_declaration,124,138,15,2,0,1,O(n) (estimated),O(n) (estimated),low,6.7,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,free-dictionary,modules/words/src/api/free-dictionary.ts,inline_L128,arrow_function,128,128,1,1,0,0,O(1) (estimated),O(n) (estimated),low,2.35,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,free-dictionary,modules/words/src/api/free-dictionary.ts,inline_L129,arrow_function,129,129,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,free-dictionary,modules/words/src/api/free-dictionary.ts,inline_L130,arrow_function,130,130,1,2,0,0,O(1) (estimated),O(n) (estimated),low,2.7,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,free-dictionary,modules/words/src/api/free-dictionary.ts,inline_L132,arrow_function,132,132,1,1,0,0,O(1) (estimated),O(n) (estimated),low,2.35,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,free-dictionary,modules/words/src/api/free-dictionary.ts,inline_L133,arrow_function,133,133,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,free-dictionary,modules/words/src/api/free-dictionary.ts,flattenSenses,function_declaration,140,149,10,3,1,1,O(n) (estimated),O(n) stack (estimated),low,7.55,,,Consider iterative traversal or memoization to reduce recursion overhead.
modules/words,Hub Module words,file,free-dictionary,modules/words/src/api/free-dictionary.ts,fetchSupportedLanguagesFromFreeDictionary,function_declaration,151,161,11,2,0,1,O(n^2 log n) (estimated),O(n) (estimated),high,15.7,,,Avoid repeated sorting in hot paths by caching or memoizing sorted results.
modules/words,Hub Module words,file,free-dictionary,modules/words/src/api/free-dictionary.ts,inline_L159,arrow_function,159,159,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,free-dictionary,modules/words/src/api/free-dictionary.ts,inline_L160,arrow_function,160,160,1,1,0,0,O(1) (estimated),O(n) (estimated),low,2.35,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,free-dictionary,modules/words/src/api/free-dictionary.ts,lookupWordInFreeDictionary,function_declaration,163,192,30,5,0,1,O(n) (estimated),O(n) (estimated),low,7.75,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,free-dictionary,modules/words/src/api/free-dictionary.ts,inline_L181,arrow_function,181,181,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,free-dictionary,modules/words/src/api/free-dictionary.ts,inline_L183,arrow_function,183,183,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,free-dictionary,modules/words/src/api/free-dictionary.ts,inline_L189,arrow_function,189,189,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,free-dictionary,modules/words/src/api/free-dictionary.ts,inline_L189,arrow_function,189,189,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,free-dictionary,modules/words/src/api/free-dictionary.ts,inline_L190,arrow_function,190,190,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,free-dictionary,modules/words/src/api/free-dictionary.ts,inline_L190,arrow_function,190,190,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,service,modules/words/src/service.ts,dedupe,function_declaration,69,81,13,4,1,1,O(n) (estimated),O(n) (estimated),low,7.4,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,service,modules/words/src/service.ts,ensureProvider,function_declaration,83,94,12,3,0,1,O(n) (estimated),O(1) (estimated),low,6.55,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,service,modules/words/src/service.ts,inline_L91,arrow_function,91,91,1,2,0,0,O(1) (estimated),O(1) (estimated),low,2.2,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,service,modules/words/src/service.ts,flattenSenses,function_declaration,96,105,10,3,1,1,O(n) (estimated),O(n) stack (estimated),low,7.55,,,Consider iterative traversal or memoization to reduce recursion overhead.
modules/words,Hub Module words,file,service,modules/words/src/service.ts,extractChronologyMarkers,function_declaration,107,146,40,17,3,2,O(n^2 log n) (estimated),O(n) to O(n^2) (estimated),critical,27.95,allocation inside loop,,Replace nested loops with indexed lookup structures (Map/Set) to remove repeated scans.; Avoid repeated sorting in hot paths by caching or memoizing sorted results.; Lift allocations out of loops and reuse buffers to reduce GC pressure.; Split this function into smaller pure helpers and add guard clauses.
modules/words,Hub Module words,file,service,modules/words/src/service.ts,inline_L110,arrow_function,110,115,6,1,0,1,O(n) (estimated),O(n) (estimated),low,6.35,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,service,modules/words/src/service.ts,inline_L111,arrow_function,111,115,5,1,0,1,O(n) (estimated),O(n) (estimated),low,6.35,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,service,modules/words/src/service.ts,inline_L114,arrow_function,114,114,1,2,0,0,O(1) (estimated),O(1) (estimated),low,2.2,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,service,modules/words/src/service.ts,inline_L144,arrow_function,144,144,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,service,modules/words/src/service.ts,inline_L145,arrow_function,145,145,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,service,modules/words/src/service.ts,inferFirstKnownUse,function_declaration,148,152,5,2,0,0,O(1) (estimated),O(1) (estimated),low,2.2,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,service,modules/words/src/service.ts,inferWordFamily,function_declaration,154,167,14,2,0,1,O(n) (estimated),O(n) (estimated),low,6.7,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,service,modules/words/src/service.ts,inline_L159,arrow_function,159,159,1,1,0,1,O(n) (estimated),O(n) (estimated),low,6.35,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,service,modules/words/src/service.ts,inline_L159,arrow_function,159,159,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,service,modules/words/src/service.ts,inline_L160,arrow_function,160,164,5,3,0,0,O(1) (estimated),O(1) (estimated),low,2.55,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,service,modules/words/src/service.ts,inline_L166,arrow_function,166,166,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,service,modules/words/src/service.ts,cacheKey,function_declaration,169,171,3,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,service,modules/words/src/service.ts,clampInt,function_declaration,173,179,7,5,0,0,O(1) (estimated),O(1) (estimated),low,3.25,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,service,modules/words/src/service.ts,normalizeLetter,function_declaration,181,187,7,2,0,0,O(1) (estimated),O(1) (estimated),low,2.2,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,service,modules/words/src/service.ts,escapeRegex,function_declaration,189,191,3,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,service,modules/words/src/service.ts,normalizeContextToken,function_declaration,193,195,3,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,service,modules/words/src/service.ts,splitSentenceWords,function_declaration,197,200,4,2,0,1,O(n) (estimated),O(n) (estimated),low,6.7,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,service,modules/words/src/service.ts,inline_L199,arrow_function,199,199,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,service,modules/words/src/service.ts,findWordInSentence,function_declaration,202,215,14,4,0,0,O(1) (estimated),O(n) (estimated),low,3.4,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,service,modules/words/src/service.ts,applyMatchCase,function_declaration,217,226,10,6,0,0,O(1) (estimated),O(n) (estimated),low,4.1,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,service,modules/words/src/service.ts,collectSynonymCandidates,function_declaration,228,235,8,1,0,1,O(n) (estimated),O(n) (estimated),low,6.35,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,service,modules/words/src/service.ts,inline_L229,arrow_function,229,230,2,1,0,1,O(n) (estimated),O(n) (estimated),low,6.35,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,service,modules/words/src/service.ts,inline_L230,arrow_function,230,230,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,service,modules/words/src/service.ts,inline_L232,arrow_function,232,232,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,service,modules/words/src/service.ts,inline_L234,arrow_function,234,234,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,service,modules/words/src/service.ts,dedupeAttributions,function_declaration,237,247,11,3,1,1,O(n) (estimated),O(n) (estimated),low,7.05,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,service,modules/words/src/service.ts,wordHelperCacheKey,function_declaration,249,256,8,1,0,0,O(1) (estimated),O(n) (estimated),low,2.35,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,service,modules/words/src/service.ts,getMyWordsLanguages,function_declaration,258,272,15,4,0,0,O(1) (estimated),O(n) (estimated),low,3.4,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,service,modules/words/src/service.ts,lookupWord,function_declaration,274,357,84,23,0,0,O(1) (estimated),O(n) (estimated),medium,11.55,,,Split this function into smaller pure helpers and add guard clauses.
modules/words,Hub Module words,file,service,modules/words/src/service.ts,browseWordsAlphabetically,function_declaration,359,403,45,5,0,0,O(1) (estimated),O(n) (estimated),low,4.55,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,service,modules/words/src/service.ts,suggestWordReplacements,function_declaration,405,549,145,20,0,1,O(n^2 log n) (estimated),O(n) (estimated),critical,24.5,,,Avoid repeated sorting in hot paths by caching or memoizing sorted results.; Split this function into smaller pure helpers and add guard clauses.
modules/words,Hub Module words,file,service,modules/words/src/service.ts,inline_L458,arrow_function,458,458,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,service,modules/words/src/service.ts,inline_L482,arrow_function,482,488,7,3,0,0,O(1) (estimated),O(n) (estimated),low,3.05,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,service,modules/words/src/service.ts,inline_L491,arrow_function,491,512,22,5,0,0,O(1) (estimated),O(n) (estimated),low,3.75,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,service,modules/words/src/service.ts,inline_L513,arrow_function,513,517,5,4,0,0,O(1) (estimated),O(n) (estimated),low,3.4,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,service,modules/words/src/service.ts,__resetMyWordsServiceCacheForTests,function_declaration,551,556,6,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,wiktionary,modules/words/src/api/wiktionary.ts,dedupe,function_declaration,12,24,13,4,1,1,O(n) (estimated),O(n) (estimated),low,7.4,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,wiktionary,modules/words/src/api/wiktionary.ts,decodeHtmlEntities,function_declaration,26,36,11,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,wiktionary,modules/words/src/api/wiktionary.ts,inline_L34,arrow_function,34,34,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,wiktionary,modules/words/src/api/wiktionary.ts,inline_L35,arrow_function,35,35,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,wiktionary,modules/words/src/api/wiktionary.ts,stripHtml,function_declaration,38,48,11,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,wiktionary,modules/words/src/api/wiktionary.ts,fetchJson,function_declaration,50,66,17,2,0,0,O(1) (estimated),O(n) (estimated),low,2.7,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,wiktionary,modules/words/src/api/wiktionary.ts,inline_L52,arrow_function,52,52,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,wiktionary,modules/words/src/api/wiktionary.ts,fetchEnglishSections,function_declaration,68,77,10,2,0,0,O(1) (estimated),O(n) (estimated),low,2.7,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,wiktionary,modules/words/src/api/wiktionary.ts,fetchSectionHtml,function_declaration,79,89,11,2,0,0,O(1) (estimated),O(n) (estimated),low,2.7,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,wiktionary,modules/words/src/api/wiktionary.ts,findEnglishSectionIndexes,function_declaration,91,133,43,12,1,1,O(n) (estimated),O(n) (estimated),medium,11,,,Split this function into smaller pure helpers and add guard clauses.
modules/words,Hub Module words,file,wiktionary,modules/words/src/api/wiktionary.ts,extractParagraphs,function_declaration,135,142,8,1,0,1,O(n) (estimated),O(n) (estimated),low,6.35,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,wiktionary,modules/words/src/api/wiktionary.ts,inline_L137,arrow_function,137,137,1,2,0,0,O(1) (estimated),O(1) (estimated),low,2.2,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,wiktionary,modules/words/src/api/wiktionary.ts,inline_L139,arrow_function,139,139,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,wiktionary,modules/words/src/api/wiktionary.ts,extractLinkedTerms,function_declaration,144,151,8,1,0,1,O(n) (estimated),O(n) (estimated),low,6.35,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,wiktionary,modules/words/src/api/wiktionary.ts,inline_L146,arrow_function,146,146,1,2,0,0,O(1) (estimated),O(1) (estimated),low,2.2,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,wiktionary,modules/words/src/api/wiktionary.ts,inline_L147,arrow_function,147,147,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,wiktionary,modules/words/src/api/wiktionary.ts,inline_L148,arrow_function,148,148,1,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,wiktionary,modules/words/src/api/wiktionary.ts,toDidYouKnow,function_declaration,153,158,6,3,0,0,O(1) (estimated),O(n) (estimated),low,3.05,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,wiktionary,modules/words/src/api/wiktionary.ts,fetchEnglishWordHistoryFromWiktionary,function_declaration,160,194,35,3,0,1,O(n) (estimated),O(n) (estimated),low,7.05,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,wiktionary,modules/words/src/api/wiktionary.ts,inline_L179,arrow_function,179,182,4,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,wiktionary,modules/words/src/api/wiktionary.ts,inline_L186,arrow_function,186,186,1,2,0,0,O(1) (estimated),O(1) (estimated),low,2.2,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,words.test,modules/words/src/__tests__/words.test.ts,json,function_declaration,10,12,3,1,0,0,O(1) (estimated),O(n) (estimated),low,2.35,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,words.test,modules/words/src/__tests__/words.test.ts,inline_L14,arrow_function,14,284,271,1,0,0,O(1) (estimated),O(1) (estimated),low,4.35,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,words.test,modules/words/src/__tests__/words.test.ts,inline_L15,arrow_function,15,18,4,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,words.test,modules/words/src/__tests__/words.test.ts,inline_L20,arrow_function,20,22,3,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,words.test,modules/words/src/__tests__/words.test.ts,inline_L24,arrow_function,24,37,14,1,0,0,O(1) (estimated),O(1) (estimated),low,1.85,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
modules/words,Hub Module words,file,words.test,modules/words/src/__tests__/words.test.ts,inline_L25,arrow_function,25,28,4,1,0,0,O(1) (estimated),O(n) (estimated),low,2.35,,,Profile this function in production-like workloads and optimize only if it appears in a hot path.
